"R","n","omega","onTop","density"
0.8200000000000001,2,0.5,0.005436752483740959,0.07032477175440746
0.8200000000000001,3,0.1,0.000011658504446635658,0.005229749734339646
0.8200000000000001,4,0.03653726559926414,7.93284154146674e-8,0.0007763588165269658
0.8200000000000001,5,0.017346203222173808,9.82661204586067e-10,0.0001659847576157936
0.8200000000000001,6,0.009578428015559567,1.7359974186321993e-11,0.00004420779514496753
0.8200000000000001,7,0.005841703755277117,3.8800992425856474e-13,0.00001363549511059576
0.8200000000000001,8,0.0038233443006634154,1.0253211184658654e-14,4.671214975393789e-6
0.8200000000000001,9,0.002638092180116395,3.071197370210888e-16,1.7314614372614723e-6
0.8200000000000001,10,0.0018965588221806899,1.0139869582845644e-17,6.823989557341255e-7
0.8300000000000001,2,0.5,0.005347782091997719,0.06990276491911285
0.8300000000000001,3,0.1,0.00001162009479274743,0.00522663906290575
0.8300000000000001,4,0.03653726559926414,7.92328244230421e-8,0.0007763697031301735
0.8300000000000001,5,0.017346203222173808,9.820988659982138e-10,0.00016600440543599785
0.8300000000000001,6,0.009578428015559567,1.735448777178076e-11,0.000044213428866303945
0.8300000000000001,7,0.005841703755277117,3.879351323798007e-13,0.000013637072405450706
0.8300000000000001,8,0.0038233443006634154,1.0251917614899422e-14,4.671684803095767e-6
0.8300000000000001,9,0.002638092180116395,3.0709300124904664e-16,1.7316113319868973e-6
0.8300000000000001,10,0.0018965588221806899,1.0139234984353749e-17,6.824498538995794e-7
0.8400000000000001,2,0.5,0.0052592157186257685,0.06947775032106956
0.8400000000000001,3,0.1,0.000011581348418604387,0.0052234875985252786
0.8400000000000001,4,0.03653726559926414,7.913619204238574e-8,0.0007763805153737458
0.8400000000000001,5,0.017346203222173808,9.815300388633126e-10,0.0001660242768357742
0.8400000000000001,6,0.009578428015559567,1.734893662081239e-11,0.000044219129519071633
0.8400000000000001,7,0.005841703755277117,3.878594486126851e-13,0.000013638668667524285
0.8400000000000001,8,0.0038233443006634154,1.025060853168579e-14,4.672160307567511e-6
0.8400000000000001,9,0.002638092180116395,3.070659437769635e-16,1.7317630417728423e-6
0.8400000000000001,10,0.0018965588221806899,1.0138592734199957e-17,6.825013690389915e-7
0.85,2,0.5,0.005171081802225248,0.06904979973876216
0.85,3,0.1,0.000011542269541456272,0.0052202952474547926
0.85,4,0.03653726559926414,7.903852236558008e-8,0.000776391245998475
0.85,5,0.017346203222173808,9.809547348307794e-10,0.00016604437129268265
0.85,6,0.009578428015559567,1.734332079665418e-11,0.00004422489705438292
0.85,7,0.005841703755277117,3.877828734848827e-13,0.000013640283891341185
0.85,8,0.0038233443006634154,1.0249283941002492e-14,4.67264148815349e-6
0.85,9,0.002638092180116395,3.070385646902852e-16,1.7319165665523727e-6
0.85,10,0.0018965588221806899,1.0137942833843369e-17,6.825535011532665e-7
0.86,2,0.5,0.005083408050365335,0.06861898544979173
0.86,3,0.1,0.000011502862404239261,0.005217061915847732
0.86,4,0.03653726559926414,7.893981952593703e-8,0.000776401887669942
0.86,5,0.017346203222173808,9.803729656780224e-10,0.00016606468827828894
0.86,6,0.009578428015559567,1.7337640363266308e-11,0.00004423073142277229
0.86,7,0.005841703755277117,3.877054075302026e-13,0.00001364191807136056
0.86,8,0.0038233443006634154,1.0247943848904649e-14,4.6731283441902695e-6
0.86,9,0.002638092180116395,3.070108640754684e-16,1.7320719062577371e-6
0.86,10,0.0018965588221806899,1.0137285284760403e-17,6.826062502433159e-7
0.87,2,0.5,0.004996221429857531,0.06818538021217747
0.87,3,0.1,0.000011463131274811593,0.005213787509786761
0.87,4,0.03653726559926414,7.884008769690723e-8,0.0007764124329789231
0.87,5,0.017346203222173808,9.7978474331004e-10,0.0001660852272581738
0.87,6,0.009578428015559567,1.7331895385330626e-11,0.000044236632574196754
0.87,7,0.005841703755277117,3.876270512885919e-13,0.000013643571201976058
0.87,8,0.0038233443006634154,1.0246588261517698e-14,4.673620875006505e-6
0.87,9,0.002638092180116395,3.069828420199797e-16,1.7322290608203693e-6
0.87,10,0.0018965588221806899,1.0136620088444787e-17,6.826596163100595e-7
0.88,2,0.5,0.004909548157927252,0.06774905724529977
0.88,3,0.1,0.000011423080445186811,0.005210471935316268
0.88,4,0.03653726559926414,7.873933109178613e-8,0.0007764228744418019
0.88,5,0.017346203222173808,9.791900797590143e-10,0.0001661059876919425
0.88,6,0.009578428015559567,1.7326085928249445e-11,0.00004424260045803605
0.88,7,0.005841703755277117,3.8754780530612956e-13,0.000013645243277515804
0.88,8,0.0038233443006634154,1.0245217185037366e-14,4.674119079922949e-6
0.88,9,0.002638092180116395,3.069544986122953e-16,1.732388030170885e-6
0.88,10,0.0018965588221806899,1.0135947246407559e-17,6.827135993544241e-7
0.89,2,0.5,0.004823413694278995,0.067310090210492
0.89,3,0.1,0.000011382714230764806,0.0052071150984750085
0.89,4,0.03653726559926414,7.863755396341748e-8,0.0007764332045009843
0.89,5,0.017346203222173808,9.78588987183902e-10,0.00016612696903323433
0.89,6,0.009578428015559567,1.7320212058144274e-11,0.0000442486350230929
0.89,7,0.005841703755277117,3.8746767013502006e-13,0.000013646934292242406
0.89,8,0.0038233443006634154,1.0243830625729617e-14,4.6746229582524384e-6
0.89,9,0.002638092180116395,3.0692583394190047e-16,1.7325488142390833e-6
0.89,10,0.0018965588221806899,1.0135266760177054e-17,6.827681993773445e-7
0.9,2,0.5,0.004737842734049203,0.06686855319129054
0.9,3,0.1,0.000011342036969560884,0.005203716905328904
0.9,4,0.03653726559926414,7.853476060389436e-8,0.0007764434155253193
0.9,5,0.017346203222173808,9.779814778700196e-10,0.0001661481707297323
0.9,6,0.009578428015559567,1.7314273841854584e-11,0.0000442547362175934
0.9,7,0.005841703755277117,3.873866463335868e-13,0.000013648644240352965
0.9,8,0.0038233443006634154,1.0242428589930592e-14,4.675132509299903e-6
0.9,9,0.002638092180116395,3.068968480992893e-16,1.7327114129539444e-6
0.9,10,0.0018965588221806899,1.0134578631298903e-17,6.828234163797614e-7
0.91,2,0.5,0.0046528592016398035,0.06642452067335103
0.91,3,0.1,0.000011301053021433014,0.00520027726200395
0.91,4,0.03653726559926414,7.843095534425771e-8,0.0007764534998105223
0.91,5,0.017346203222173808,9.773675642286248e-10,0.0001661695922231726
0.91,6,0.009578428015559567,1.730827134693653e-11,0.00004426090398918719
0.91,7,0.005841703755277117,3.8730473446626606e-13,0.00001365037311597906
0.91,8,0.0038233443006634154,1.0241011084046584e-14,4.675647732362352e-6
0.91,9,0.002638092180116395,3.0686754117596397e-16,1.7328758262436301e-6
0.91,10,0.0018965588221806899,1.0133882861336024e-17,6.828792503626237e-7
0.92,2,0.5,0.004568486245424301,0.06597806752404078
0.92,3,0.1,0.000011259766767307454,0.005196796074719278
0.92,4,0.03653726559926414,7.832614255419234e-8,0.0007764634495796032
0.92,5,0.017346203222173808,9.767472587964941e-10,0.00016619123294935492
0.92,6,0.009578428015559567,1.730220464166167e-11,0.00004426713828494786
0.92,7,0.005841703755277117,3.872219351035998e-13,0.000013652120913186775
0.92,8,0.0038233443006634154,1.0239578114553964e-14,4.676168626728887e-6
0.92,9,0.002638092180116395,3.068379132644343e-16,1.733042054035484e-6
0.92,10,0.0018965588221806899,1.0133179451868622e-17,6.829357013268865e-7
0.93,2,0.5,0.004484746233317246,0.0655292689717171
0.93,3,0.1,0.000011218182608402973,0.005193273249820306
0.93,4,0.03653726559926414,7.822032664172059e-8,0.0007764732569832986
0.93,5,0.017346203222173808,9.761205742354964e-10,0.00016621309233815192
0.93,6,0.009578428015559567,1.7296073795015684e-11,0.000044273439051373126
0.93,7,0.005841703755277117,3.8713824882222966e-13,0.000013653887625976683
0.93,8,0.0038233443006634154,1.0238129687999157e-14,4.676695191680685e-6
0.93,9,0.002638092180116395,3.0680796445821755e-16,1.7332100962560292e-6
0.93,10,0.0018965588221806899,1.0132468404494172e-17,6.82992769273512e-7
0.9400000000000001,2,0.5,0.004401660749196873,0.06507820058470157
0.9400000000000001,3,0.1,0.000011176304965453826,0.005189708693812032
0.9400000000000001,4,0.03653726559926414,7.811351205289362e-8,0.0007764829141005078
0.9400000000000001,5,0.017346203222173808,9.75487523332162e-10,0.00016623516981351965
0.9400000000000001,6,0.009578428015559567,1.7289878876697043e-11,0.00004427980623438523
0.9400000000000001,7,0.005841703755277117,3.8705367620488984e-13,0.000013655673248283847
0.9400000000000001,8,0.0038233443006634154,1.0236665810998565e-14,4.677227426491003e-6
0.9400000000000001,9,0.002638092180116395,3.067776948518375e-16,1.7333799528309693e-6
0.9400000000000001,10,0.0018965588221806899,1.0131749720827429e-17,6.830504542034695e-7
0.9500000000000001,2,0.5,0.004319250590169664,0.06462493824996134
0.9500000000000001,3,0.1,0.00001113413827793169,0.005186102313392405
0.9500000000000001,4,0.03653726559926414,7.800570327148027e-8,0.0007764924129387322
0.9500000000000001,5,0.017346203222173808,9.748481189972477e-10,0.00016625746479350737
0.9500000000000001,6,0.009578428015559567,1.728361995711571e-11,0.00004428623977933117
0.9500000000000001,7,0.005841703755277117,3.8696821784040046e-13,0.00001365747777397783
0.9500000000000001,8,0.0038233443006634154,1.0235186490238543e-14,4.677765330425179e-6
0.9500000000000001,9,0.002638092180116395,3.067471045408243e-16,1.733551623685187e-6
0.9500000000000001,10,0.0018965588221806899,1.0131023402500403e-17,6.831087561177341e-7
0.9600000000000001,2,0.5,0.004237535764664682,0.0641695581515083
0.9600000000000001,3,0.1,0.000011091687003266754,0.005182454015485808
0.9600000000000001,4,0.03653726559926414,7.78969048186536e-8,0.0007765017454345204
0.9600000000000001,5,0.017346203222173808,9.742023742652987e-10,0.0001662799766902682
0.9600000000000001,6,0.009578428015559567,1.7277297107391797e-11,0.00004429273963098305
0.9600000000000001,7,0.005841703755277117,3.868818743236609e-13,0.000013659301196862708
0.9600000000000001,8,0.0038233443006634154,1.0233691732475328e-14,4.678308902740626e-6
0.9600000000000001,9,0.002638092180116395,3.067161936217138e-16,1.7337251087427431e-6
0.9600000000000001,10,0.0018965588221806899,1.013028945116237e-17,6.831676750172877e-7
0.97,2,0.5,0.004156535491344569,0.06371213674852766
0.97,3,0.1,0.000011048955616068137,0.00517876370727663
0.97,4,0.03653726559926414,7.77871212526752e-8,0.0007765109034539161
0.97,5,0.017346203222173808,9.73550302294205e-10,0.00016630270491006918
0.97,6,0.009578428015559567,1.7270910399354222e-11,0.00004429930573353836
0.97,7,0.005841703755277117,3.867946462556427e-13,0.000013661143510677038
0.97,8,0.0038233443006634154,1.0232181544535e-14,4.678858142686827e-6
0.97,9,0.002638092180116395,3.066849621920469e-16,1.733900407926877e-6
0.97,10,0.0018965588221806899,1.0129547868479854e-17,6.832272109031186e-7
0.98,2,0.5,0.004076268198819185,0.06325275075324799
0.98,3,0.1,0.000011005948607343855,0.005175031296242916
0.98,4,0.03653726559926414,7.76763571685771e-8,0.0007765198787929083
0.98,5,0.017346203222173808,9.728919163647555e-10,0.00016632564885330186
0.98,6,0.009578428015559567,1.7264459905539337e-11,0.0000443059380306203
0.98,7,0.005841703755277117,3.8670653424338255e-13,0.000013663004709093895
0.98,8,0.0038233443006634154,1.0230655933313424e-14,4.6794130495053405e-6
0.98,9,0.002638092180116395,3.066534103503695e-16,1.734077521160006e-6
0.98,10,0.0018965588221806899,1.0128798656136627e-17,6.83287363776221e-7
0.99,2,0.5,0.003996751526147092,0.06279147710856486
0.99,3,0.1,0.000010962670483720467,0.005171256690190092
0.99,4,0.03653726559926414,7.756461719784161e-8,0.0007765286631778895
0.99,5,0.017346203222173808,9.722272298801865e-10,0.00016634880791449296
0.99,6,0.009578428015559567,1.725794569918958e-11,0.00004431263646527809
0.99,7,0.005841703755277117,3.8661753889997553e-13,0.000013664884785720865
0.99,8,0.0038233443006634154,1.0229114905776197e-14,4.679973622429791e-6
0.99,9,0.002638092180116395,3.066215381962316e-16,1.7342564483637245e-6
0.99,10,0.0018965588221806899,1.01280418158337e-17,6.833481336375955e-7
1.,2,0.5,0.003918002324109181,0.062328392965430815
1.,3,0.1,0.000010919125766662667,0.005167439797284763
1.,4,0.03653726559926414,7.745190600807874e-8,0.0007765372482661136
1.,5,0.017346203222173808,9.715562563657272e-10,0.0001663721814823148
1.,6,0.009578428015559567,1.7251367854252055e-11,0.00004431940097998732
1.,7,0.005841703755277117,3.8652766084456767e-13,0.000013666783734100031
1.,8,0.0038233443006634154,1.0227558468958598e-14,4.680539860685872e-6
1.,9,0.002638092180116395,3.065893458301867e-16,1.7344371894588024e-6
1.,10,0.0018965588221806899,1.0127277349289313e-17,6.834095204882483e-7
1.01,2,0.5,0.003840036657238056,0.06186357566002439
1.01,3,0.1,0.00001087531899169294,0.005163580526088571
1.01,4,0.03653726559926414,7.733822830270167e-8,0.0007765456256461601
1.01,5,0.017346203222173808,9.708790094681417e-10,0.00016639576893959647
1.01,6,0.009578428015559567,1.724472644537717e-11,0.00004432623151665017
1.01,7,0.005841703755277117,3.864369007023489e-13,0.000013668701547708
1.01,8,0.0038233443006634154,1.0225986629965539e-14,4.6811117634913405e-6
1.01,9,0.002638092180116395,3.0655683335379163e-16,1.734619744365186e-6
1.01,10,0.0018965588221806899,1.0126505258238942e-17,6.834715243291917e-7
1.02,2,0.5,0.003762869806585999,0.06139710269071211
1.02,3,0.1,0.000010831254707611505,0.005159678785592103
1.02,4,0.03653726559926414,7.722358882059991e-8,0.0007765537868384014
1.02,5,0.017346203222173808,9.70195502955266e-10,0.00016641956966333442
1.02,6,0.009578428015559567,1.723802154791719e-11,0.000044333128016595904
1.02,7,0.005841703755277117,3.8634525910454587e-13,0.000013670638219955886
1.02,8,0.0038233443006634154,1.0224399395971495e-14,4.681689330056018e-6
1.02,9,0.002638092180116395,3.0652400086960577e-16,1.7348041130019974e-6
1.02,10,0.0018965588221806899,1.0125725544435277e-17,6.835341451614433e-7
1.03,2,0.5,0.00368651627321369,0.06092905169481624
1.03,3,0.1,0.00001078693747571672,0.005155734485248844
1.03,4,0.03653726559926414,7.710799233581045e-8,0.0007765617232954739
1.03,5,0.017346203222173808,9.69505750715541e-10,0.00016644358302470353
1.03,6,0.009578428015559567,1.7231253237924836e-11,0.000044340090420580995
1.03,7,0.005841703755277117,3.862527366884146e-13,0.000013672593744189325
1.03,8,0.0038233443006634154,1.022279677422047e-14,4.682272559581782e-6
1.03,9,0.002638092180116395,3.064908484811906e-16,1.7349902952875319e-6
1.03,10,0.0018965588221806899,1.0124938209648217e-17,6.835973829860265e-7
1.04,2,0.5,0.0036109897823811943,0.06045950042520297
1.04,3,0.1,0.00001074237186902614,0.005151747535009176
1.04,4,0.03653726559926414,7.69914436571867e-8,0.0007765694264027528
1.04,5,0.017346203222173808,9.688097667575437e-10,0.00016646780838906825
1.04,6,0.009578428015559567,1.7224421592151852e-11,0.000044347118668789666
1.04,7,0.005841703755277117,3.861593340972331e-13,0.000013674568113688471
1.04,8,0.0038233443006634154,1.0221178772025923e-14,4.682861451262575e-6
1.04,9,0.002638092180116395,3.0645737629310896e-16,1.7351782911392603e-6
1.04,10,0.0018965588221806899,1.0124143255664877e-17,6.8366123780397e-7
1.05,2,0.5,0.0035363032884221266,0.059988526726704794
1.05,3,0.1,0.000010697562471498402,0.0051477178453544
1.05,4,0.03653726559926414,7.687394762806553e-8,0.0007765768874788306
1.05,5,0.017346203222173808,9.681075652095123e-10,0.00016649224511599393
1.05,6,0.009578428015559567,1.721752668804752e-11,0.000044354212700834006
1.05,7,0.005841703755277117,3.860650519802938e-13,0.000013676561321667998
1.05,8,0.0038233443006634154,1.021954539677073e-14,4.683456004284388e-6
1.05,9,0.002638092180116395,3.0642358441092493e-16,1.7353681004738258e-6
1.05,10,0.0018965588221806899,1.0123340684289568e-17,6.837257096163076e-7
1.06,2,0.5,0.0034624689802813394,0.0595162085123916
1.06,3,0.1,0.000010652513877256125,0.0051436453273307915
1.06,4,0.03653726559926414,7.675550912593223e-8,0.0007765840977759997
1.06,5,0.017346203222173808,9.67399160318868e-10,0.00016651689255925772
1.06,6,0.009578428015559567,1.721056860375724e-11,0.000044361372455754516
1.06,7,0.005841703755277117,3.8596989099289616e-13,0.000013678573361277107
1.06,8,0.0038233443006634154,1.0217896655907108e-14,4.684056217825271e-6
1.06,9,0.002638092180116395,3.0638947294120274e-16,1.7355597232070446e-6
1.06,10,0.0018965588221806899,1.0122530497343792e-17,6.837907984240784e-7
1.07,2,0.5,0.0033894982876959802,0.05904262373970544
1.07,3,0.1,0.000010607230689810018,0.005139529892583661
1.07,4,0.03653726559926414,7.663613306208346e-8,0.0007765910484807387
1.07,5,0.017346203222173808,9.666845664517342e-10,0.00016654175006686054
1.07,6,0.009578428015559567,1.720354741812102e-11,0.000044368597872020296
1.07,7,0.005841703755277117,3.8587385179633907e-13,0.000013680604225599528
1.07,8,0.0038233443006634154,1.0216232556956584e-14,4.68466209105532e-6
1.07,9,0.002638092180116395,3.063550419915067e-16,1.7357531592539057e-6
1.07,10,0.0018965588221806899,1.0121712696666242e-17,6.838565042283265e-7
1.08,2,0.5,0.003317401887999257,0.05856785038647361
1.08,3,0.1,0.000010561717521284351,0.005135371453391432
1.08,4,0.03653726559926414,7.651582438128823e-8,0.0007765977307142012
1.08,5,0.017346203222173808,9.659637980924504e-10,0.00016656681698103812
1.08,6,0.009578428015559567,1.7196463210672003e-11,0.00004437588888752948
1.08,7,0.005841703755277117,3.8577693505791307e-13,0.000013682653907653522
1.08,8,0.0038233443006634154,1.0214553107509907e-14,4.685273623136684e-6
1.08,9,0.002638092180116395,3.0632029167040026e-16,1.7359484085285685e-6
1.08,10,0.0018965588221806899,1.0120887284112785e-17,6.839228270301003e-7
1.09,2,0.5,0.0032461897135258482,0.0580919664268154
1.09,3,0.1,0.000010515978991643994,0.005131169922699721
1.09,4,0.03653726559926414,7.639458806144708e-8,0.0007766041355327101
1.09,5,0.017346203222173808,9.652368698430832e-10,0.00016659209263827302
1.09,6,0.009578428015559567,1.7189316061634972e-11,0.000044383245439609526
1.09,7,0.005841703755277117,3.856791414508929e-13,0.00001368472240039188
1.09,8,0.0038233443006634154,1.0212858315227019e-14,4.685890813223559e-6
1.09,9,0.002638092180116395,3.062852220874457e-16,1.7361454709443642e-6
1.09,10,0.0018965588221806899,1.0120054261556464e-17,6.839897668304537e-7
1.1,2,0.5,0.0031758709595974804,0.0576150498069578
1.1,3,0.1,0.000010470019727923193,0.005126925214155415
1.1,4,0.03653726559926414,7.627242911324925e-8,0.0007766102539282541
1.1,5,0.017346203222173808,9.645037964229339e-10,0.00016661757636930591
1.1,6,0.009578428015559567,1.718210605192482e-11,0.000044390667465017623
1.1,7,0.005841703755277117,3.8558047165452923e-13,0.000013686809696701926
1.1,8,0.0038233443006634154,1.0211148187836976e-14,4.686513660462178e-6
1.1,9,0.002638092180116395,3.062498333532033e-16,1.7363443464137942e-6
1.1,10,0.0018965588221806899,1.0119213630887485e-17,6.840573236304445e-7
1.11,2,0.5,0.003106454093066856,0.05713717842097564
1.11,3,0.1,0.000010423844363456254,0.005122637242140717
1.11,4,0.03653726559926414,7.614935257982802e-8,0.0007766160768289891
1.11,5,0.017346203222173808,9.637645926680406e-10,0.00016664326749914787
1.11,6,0.009578428015559567,1.7174833263145028e-11,0.000044398154899941
1.11,7,0.005841703755277117,3.854809263540413e-13,0.00001368891578940553
1.11,8,0.0038233443006634154,1.0209422733137904e-14,4.6871421639908246e-6
1.11,9,0.002638092180116395,3.0621412557923113e-16,1.7365450348485277e-6
1.11,10,0.0018965588221806899,1.0118365394013215e-17,6.841254974311352e-7
1.12,2,0.5,0.003037946861397815,0.05665843008647202
1.12,3,0.1,0.000010377457537110313,0.005118305921807205
1.12,4,0.03653726559926414,7.602536353641432e-8,0.0007766215950997395
1.12,5,0.017346203222173808,9.630192735306797e-10,0.00016666916534709188
1.12,6,0.009578428015559567,1.7167497777586133e-11,0.000044405707679997264
1.12,7,0.005841703755277117,3.853805062406088e-13,0.000013691040671259104
1.12,8,0.0038233443006634154,1.0207681958996928e-14,4.687776322939814e-6
1.12,9,0.002638092180116395,3.06178098878084e-16,1.736747536159406e-6
1.12,10,0.0018965588221806899,1.0117509552858167e-17,6.841942882335923e-7
1.1300000000000001,2,0.5,0.0029703563022593265,0.05617888252021461
1.1300000000000001,3,0.1,0.000010330863892520392,0.005113931169109831
1.1300000000000001,4,0.03653726559926414,7.590046708998837e-8,0.0007766267995425097
1.1300000000000001,5,0.017346203222173808,9.622678540788609e-10,0.00016669526922672527
1.1300000000000001,6,0.009578428015559567,1.7160099678224178e-11,0.000044413325740234865
1.1300000000000001,7,0.005841703755277117,3.852792120113637e-13,0.000013693184334953598
1.1300000000000001,8,0.0038233443006634154,1.020592587335012e-14,4.688416136431506e-6
1.1300000000000001,9,0.002638092180116395,3.0614175336331336e-16,1.7369518502564361e-6
1.1300000000000001,10,0.0018965588221806899,1.0116646109364002e-17,6.842636960388866e-7
1.1400000000000001,2,0.5,0.0029036887536107114,0.055698613313744025
1.1400000000000001,3,0.1,0.000010284068077326864,0.005109512900840905
1.1400000000000001,4,0.03653726559926414,7.57746683789298e-8,0.0007766316808969929
1.1400000000000001,5,0.017346203222173808,9.615103494958196e-10,0.00016672157844594153
1.1400000000000001,6,0.009578428015559567,1.7152639048719127e-11,0.00004442100901513332
1.1400000000000001,7,0.005841703755277117,3.851770443693823e-13,0.00001369534677311451
1.1400000000000001,8,0.0038233443006634154,1.0204154484202436e-14,4.689061603580284e-6
1.1400000000000001,9,0.002638092180116395,3.0610508914946615e-16,1.7371579770487937e-6
1.1400000000000001,10,0.0018965588221806899,1.011577506548952e-17,6.843337208480929e-7
1.1500000000000001,2,0.5,0.0028379498642552843,0.0552176999089701
1.1500000000000001,3,0.1,0.000010237074742415542,0.005105051034664037
1.1500000000000001,4,0.03653726559926414,7.564797257266585e-8,0.0007766362298410855
1.1500000000000001,5,0.017346203222173808,9.607467750795063e-10,0.00016674809230695262
1.1500000000000001,6,0.009578428015559567,1.7145115973413318e-11,0.00004442875743860371
1.1500000000000001,7,0.005841703755277117,3.850740040236774e-13,0.000013697527978301895
1.1500000000000001,8,0.0038233443006634154,1.0202367799627651e-14,4.689712723492573e-6
1.1500000000000001,9,0.002638092180116395,3.060681063520847e-16,1.7373659164448207e-6
1.1500000000000001,10,0.0018965588221806899,1.0114896423210638e-17,6.844043626622892e-7
1.1600000000000001,2,0.5,0.002773144604839484,0.05473621957377236
1.1600000000000001,3,0.1,0.000010189888541160547,0.005100545489148016
1.1600000000000001,4,0.03653726559926414,7.552038487131801e-8,0.0007766404369914067
1.1600000000000001,5,0.017346203222173808,9.599771462420717e-10,0.00016677481010630147
1.1600000000000001,6,0.009578428015559567,1.7137530537329845e-11,0.00004443657094398895
1.1600000000000001,7,0.005841703755277117,3.849700916891895e-13,0.000013699727943010356
1.1600000000000001,8,0.0038233443006634154,1.0200565827768312e-14,4.690369495266822e-6
1.1600000000000001,9,0.002638092180116395,3.06030805087706e-16,1.7375756683520268e-6
1.1600000000000001,10,0.0018965588221806899,1.0114010184520407e-17,6.844756214825582e-7
1.17,2,0.5,0.002709277279274446,0.05425424937762088
1.17,3,0.1,0.000010142514128670127,0.005095996183800645
1.17,4,0.03653726559926414,7.53919105053469e-8,0.0007766442929038181
1.17,5,0.017346203222173808,9.59201478509348e-10,0.00016680173113487427
1.17,6,0.009578428015559567,1.7129882826170987e-11,0.000044444449464064224
1.17,7,0.005841703755277117,3.8486530808677906e-13,0.000013701946659669052
1.17,8,0.0038233443006634154,1.0198748576835653e-14,4.691031917993509e-6
1.17,9,0.002638092180116395,3.059931854738608e-16,1.7377872326770844e-6
1.17,10,0.0018965588221806899,1.0113116351428986e-17,6.845474973099852e-7
1.18,2,0.5,0.002646351536556892,0.053771866167233506
1.18,3,0.1,0.000010094956161035578,0.005091403039102511
1.18,4,0.03653726559926414,7.526255473519567e-8,0.00077664778807395
1.18,5,0.017346203222173808,9.584197875203278e-10,0.000166828854677913
1.18,6,0.009578428015559567,1.712217292631656e-11,0.000044452392931037365
1.18,7,0.005841703755277117,3.847596539432179e-13,0.000013704184120641706
1.18,8,0.0038233443006634154,1.019691605510956e-14,4.691699990755132e-6
1.18,9,0.002638092180116395,3.0595524762907334e-16,1.7380006093258342e-6
1.18,10,0.0018965588221806899,1.011221492596364e-17,6.84619990145659e-7
1.19,2,0.5,0.0025843703829662302,0.05328914654228624
1.19,3,0.1,0.000010047219294583464,0.005086765976540681
1.19,4,0.03653726559926414,7.513232285093166e-8,0.0007766509129377288
1.19,5,0.017346203222173808,9.576320890266385e-10,0.00016685618001502814
1.19,6,0.009578428015559567,1.7114400924822324e-11,0.00004446040127654916
1.19,7,0.005841703755277117,3.8465312999118087e-13,0.000013706440318226601
1.19,8,0.0038233443006634154,1.0195068270938479e-14,4.692373712626217e-6
1.19,9,0.002638092180116395,3.0591699167286055e-16,1.7382157982032784e-6
1.19,10,0.0018965588221806899,1.0111305910168732e-17,6.846930999906716e-7
1.2,2,0.5,0.002523336194614707,0.052806166831192464
1.2,3,0.1,9.99930818513126e-6,0.005082084918642315
1.2,4,0.03653726559926414,7.500122017188661e-8,0.0007766536578719088
1.2,5,0.017346203222173808,9.56838398892013e-10,0.00016688370642021147
1.2,6,0.009578428015559567,1.7106566909418322e-11,0.000044468474431673847
1.2,7,0.005841703755277117,3.845457369692374e-13,0.000013708715244656584
1.2,8,0.0038233443006634154,1.0193205232739379e-14,4.693053082673303e-6
1.2,9,0.002638092180116395,3.058784177257314e-16,1.7384327992135834e-6
1.2,10,0.0018965588221806899,1.0110389306105722e-17,6.847668268461183e-7
1.21,2,0.5,0.0024632507303275443,0.052323003066967716
1.21,3,0.1,9.951227487246627e-6,0.0050773597890082164
1.21,4,0.03653726559926414,7.486925204629539e-8,0.0007766560131946072
1.21,5,0.017346203222173808,9.560387330917588e-10,0.0001669114331618487
1.21,6,0.009578428015559567,1.7098670968507247e-11,0.00004447661232691942
1.21,7,0.005841703755277117,3.8443747562184285e-13,0.000013711008892099078
1.21,8,0.0038233443006634154,1.019132694899767e-14,4.6937380999549465e-6
1.21,9,0.002638092180116395,3.058395259091865e-16,1.738651612260079e-6
1.21,10,0.0018965588221806899,1.0109465115853143e-17,6.84841170713097e-7
1.22,2,0.5,0.002404115144830065,0.051839730963196023
1.22,3,0.1,9.90298185351043e-6,0.005072590512346251
1.22,4,0.03653726559926414,7.473642385093308e-8,0.0007766579691658413
1.22,5,0.017346203222173808,9.552331077122207e-10,0.00016693935950273282
1.22,6,0.009578428015559567,1.709071319116276e-11,0.00004448481489222804
1.22,7,0.005841703755277117,3.8432834669933014e-13,0.000013713321252656073
1.22,8,0.0038233443006634154,1.018943342826715e-14,4.694428763521721e-6
1.22,9,0.002638092180116395,3.0580031634571713e-16,1.7388722372452567e-6
1.22,10,0.0018965588221806899,1.0108533341506615e-17,6.849161315927079e-7
1.23,2,0.5,0.00234593000221892,0.05135642589011413
1.23,3,0.1,9.854575933783699e-6,0.005067777014504707
1.23,4,0.03653726559926414,7.46027409907508e-8,0.0007766595159880707
1.23,5,0.017346203222173808,9.544215389502428e-10,0.00016696748470007653
1.23,6,0.009578428015559567,1.7082693667127825e-11,0.00004449308205697645
1.23,7,0.005841703755277117,3.842183509579008e-13,0.000013715652318364135
1.23,8,0.0038233443006634154,1.0187524679169933e-14,4.69512507241621e-6
1.23,9,0.002638092180116395,3.0576078915880485e-16,1.7390946740707691e-6
1.23,10,0.0018965588221806899,1.0107593985178812e-17,6.849917094860548e-7
1.24,2,0.5,0.0022886952896946796,0.05087316285082953
1.24,3,0.1,9.806014374478657e-6,0.005062919222505524
1.24,4,0.03653726559926414,7.446820889850996e-8,0.0007766606438067421
1.24,5,0.017346203222173808,9.536040431126262e-10,0.0001669958080055261
