"R","n","omega","onTop","density"
1.24,6,0.009578428015559567,1.707461248681304e-11,0.00004450141374997635
1.24,7,0.005841703755277117,3.8410748915961656e-13,0.000013718002081194408
1.24,8,0.0038233443006634154,1.0185600710396384e-14,4.695827025672997e-6
1.24,9,0.002638092180116395,3.057209444729207e-16,1.7393189226374294e-6
1.24,10,0.0018965588221806899,1.0106647048999479e-17,6.850679043942427e-7
1.25,2,0.5,0.0022324104315332503,0.05039001645768862
1.25,3,0.1,9.757301817833997e-6,0.005058017064577412
1.25,4,0.03653726559926414,7.433283303441525e-8,0.0007766613427108355
1.25,5,0.017346203222173808,9.527806366155823e-10,0.00016702432866517406
1.25,6,0.009578428015559567,1.7066469741294905e-11,0.00004450980989947483
1.25,7,0.005841703755277117,3.839957620723902e-13,0.000013720370533052626
1.25,8,0.0038233443006634154,1.0183661530705055e-14,4.6965346223186846e-6
1.25,9,0.002638092180116395,3.0568078241352475e-16,1.7395449828452107e-6
1.25,10,0.0018965588221806899,1.0105692535115405e-17,6.851447163183799e-7
1.26,2,0.5,0.0021770743032737644,0.0499070609088106
1.26,3,0.1,9.708442901194545e-6,0.005053070470188855
1.26,4,0.03653726559926414,7.419661888574627e-8,0.0007766616027334169
1.26,5,0.017346203222173808,9.519513359841837e-10,0.00016705304591957282
1.26,6,0.009578428015559567,1.7058265522314135e-11,0.0000445182704331547
1.26,7,0.005841703755277117,3.838831704699769e-13,0.000013722757665779097
1.26,8,0.0038233443006634154,1.0181707148922624e-14,4.697247861371869e-6
1.26,9,0.002638092180116395,3.0564030310706507e-16,1.7397728545932456e-6
1.26,10,0.0018965588221806899,1.0104730445690425e-17,6.852221452595756e-7
1.27,2,0.5,0.00212268524610086,0.04942436996480329
1.27,3,0.1,9.65944225629546e-6,0.005048079370080991
1.27,4,0.03653726559926414,7.405957196648775e-8,0.0007766614138521907
1.27,5,0.017346203222173808,9.511161578518136e-10,0.00016708195900374807
1.27,6,0.009578428015559567,1.7049999922273934e-11,0.000044526795278135006
1.27,7,0.005841703755277117,3.837697151319654e-13,0.000013725163471148734
1.27,8,0.0038233443006634154,1.0179737573943816e-14,4.69796674184315e-6
1.27,9,0.002638092180116395,3.0559950668097746e-16,1.7400025377798241e-6
1.27,10,0.0018965588221806899,1.0103760782905409e-17,6.853001912189416e-7
1.28,2,0.5,0.0020692410813995202,0.04894201692567608
1.28,3,0.1,9.610304508551124e-6,0.005043043696300336
1.28,4,0.03653726559926414,7.392169781695858e-8,0.0007766607659900578
1.28,5,0.017346203222173808,9.502751189596073e-10,0.00016711106714721233
1.28,6,0.009578428015559567,1.704167303423825e-11,0.000044535384360971334
1.28,7,0.005841703755277117,3.836553968437686e-13,0.000013727587940871026
1.28,8,0.0038233443006634154,1.0177752814731344e-14,4.698691262735121e-6
1.28,9,0.002638092180116395,3.055583932636847e-16,1.7402340323023947e-6
1.28,10,0.0018965588221806899,1.0102783548958251e-17,6.853788541975914e-7
1.29,2,0.5,0.0020167391254609585,0.04846007460796608
1.29,3,0.1,9.561034276348868e-6,0.0050379633822313944
1.29,4,0.03653726559926414,7.378300200343967e-8,0.0007766596490156753
1.29,5,0.017346203222173808,9.494282361558954e-10,0.00016714036957397865
1.29,6,0.009578428015559567,1.7033284951930048e-11,0.00004454403760765632
1.29,7,0.005841703755277117,3.8354021639661514e-13,0.000013730031066590073
1.29,8,0.0038233443006634154,1.017575288031584e-14,4.699421423042376e-6
1.29,9,0.002638092180116395,3.055169629845955e-16,1.740467338057563e-6
1.29,10,0.0018965588221806899,1.0101798746063869e-17,6.854581341966396e-7
1.3,2,0.5,0.0019651762043183525,0.0479786153220922
1.3,3,0.1,9.511636170347686e-6,0.0050328383626291
1.3,4,0.03653726559926414,7.36434901178004e-8,0.0007766580527440198
1.3,5,0.017346203222173808,9.485755263956407e-10,0.00016716986550257412
1.3,6,0.009578428015559567,1.702483576972953e-11,0.00004455275494362
1.3,7,0.005841703755277117,3.8342417458753953e-13,0.000013732492839884571
1.3,8,0.0038233443006634154,1.0173737779795786e-14,4.700157221751494e-6
1.3,9,0.002638092180116395,3.054752159741044e-16,1.7407024549410897e-6
1.3,10,0.0018965588221806899,1.0100806376454186e-17,6.855380312172024e-7
1.31,2,0.5,0.001914548668691572,0.0474977108499529
1.31,3,0.1,9.462114792782058e-6,0.005027668573651112
1.31,4,0.03653726559926414,7.350316777712412e-8,0.0007766559669369533
1.31,5,0.017346203222173808,9.477170067398728e-10,0.00016719955414605406
1.31,6,0.009578428015559567,1.701632558267238e-11,0.000044561536293730245
1.31,7,0.005841703755277117,3.833072722193735e-13,0.000013734973252267817
1.31,8,0.0038233443006634154,1.017170752233744e-14,4.700898657841047e-6
1.31,9,0.002638092180116395,3.0543315236359065e-16,1.7409393828478917e-6
1.31,10,0.0018965588221806899,1.0099806442378125e-17,6.856185452603973e-7
1.32,2,0.5,0.0018648524090204577,0.04701743242278214
1.32,3,0.1,9.412474736771049e-6,0.005022453952889945
1.32,4,0.03653726559926414,7.336204062333236e-8,0.0007766533813037921
1.32,5,0.017346203222173808,9.468526943551197e-10,0.00016722943471201584
1.32,6,0.009578428015559567,1.7007754486447987e-11,0.000044570381582293224
1.32,7,0.005841703755277117,3.8318951010073676e-13,0.000013737472295187713
1.32,8,0.0038233443006634154,1.0169662117174778e-14,4.701645730281596e-6
1.32,9,0.002638092180116395,3.053907722854178e-16,1.741178121672039e-6
1.32,10,0.0018965588221806899,1.0098798946101611e-17,6.856996763273429e-7
1.33,2,0.5,0.0018160828705665578,0.04653785069927843
1.33,3,0.1,9.3627205856328e-6,0.00501719443940493
1.33,4,0.03653726559926414,7.322011432280801e-8,0.00077665028550188
1.33,5,0.017346203222173808,9.459826065128366e-10,0.00016725950640261277
1.33,6,0.009578428015559567,1.6999122577397633e-11,0.00004457929073305377
1.33,7,0.005841703755277117,3.830708890460271e-13,0.000013739989960026784
1.33,8,0.0038233443006634154,1.0167601573609413e-14,4.702398438035677e-6
1.33,9,0.002638092180116395,3.0534807587293274e-16,1.741418671306758e-6
1.33,10,0.0018965588221806899,1.0097783889907545e-17,6.857814244191581e-7
1.34,2,0.5,0.0017682350685636933,0.046059035744021454
1.34,3,0.1,9.312856912204565e-6,0.005011889973754
1.34,4,0.03653726559926414,7.307739456601742e-8,0.0007766466691371616
1.34,5,0.017346203222173808,9.4510676058883e-10,0.00016728976841456835
1.34,6,0.009578428015559567,1.6990429952512705e-11,0.000044588263669195866
1.34,7,0.005841703755277117,3.8295140987541166e-13,0.00001374252623810216
1.34,8,0.0038233443006634154,1.0165525901010528e-14,4.703156780057812e-6
1.34,9,0.002638092180116395,3.053050632604652e-16,1.741661031644426e-6
1.34,10,0.0018965588221806899,1.0096761276095803e-17,6.858637895369633e-7
1.35,2,0.5,0.001721303603398136,0.045581057006190445
1.35,3,0.1,9.262888278168415e-6,0.005006540498025289
1.35,4,0.03653726559926414,7.293388706713151e-8,0.0007766425217647613
1.35,5,0.017346203222173808,9.44225174062681e-10,0.00016732021993919077
1.35,6,0.009578428015559567,1.6981676709432875e-11,0.00004459730031334307
1.35,7,0.005841703755277117,3.8283107341481727e-13,0.000013745081120665596
1.35,8,0.0038233443006634154,1.0163435108814809e-14,4.7039207552945015e-6
1.35,9,0.002638092180116395,3.05261734583327e-16,1.7419052025765728e-6
1.35,10,0.0018965588221806899,1.0095731106983239e-17,6.859467716818784e-7
1.36,2,0.5,0.0016752826757996516,0.045103983298598355
1.36,3,0.1,9.21281923338274e-6,0.005001145955868559
1.36,4,0.03653726559926414,7.278959756364578e-8,0.0007766378328895636
1.36,5,0.017346203222173808,9.433378645171626e-10,0.0001673508601623867
1.36,6,0.009578428015559567,1.6972862946444268e-11,0.0000446064005875589
1.36,7,0.005841703755277117,3.8270988049592064e-13,0.000013747654598903463
1.36,8,0.0038233443006634154,1.0161329206526363e-14,4.704690362684215e-6
1.36,9,0.002638092180116395,3.0521808997781127e-16,1.7421511839938802e-6
1.36,10,0.0018965588221806899,1.0094693384903655e-17,6.860303708550244e-7
1.37,2,0.5,0.0016301661020251437,0.04462788277705542
1.37,3,0.1,9.1626543152197e-6,0.0049957062925264
1.37,4,0.03653726559926414,7.264453181599947e-8,0.0007766325919667965
1.37,5,0.017346203222173808,9.42444849637658e-10,0.0001673816882646763
1.37,6,0.009578428015559567,1.6963988762477628e-11,0.00004461556441334738
1.37,7,0.005841703755277117,3.8258783195613926e-13,0.000013750246663936772
1.37,8,0.0038233443006634154,1.0159208203716663e-14,4.7054656011574e-6
1.37,9,0.002638092180116395,3.051741295811919e-16,1.74239897578618e-6
1.37,10,0.0018965588221806899,1.0093648112207806e-17,6.86114587057522e-7
1.3800000000000001,2,0.5,0.001585947329017113,0.04415282292007558
1.3800000000000001,3,0.1,9.112398047908708e-6,0.004990221454865261
1.3800000000000001,4,0.03653726559926414,7.249869560719374e-8,0.0007766267884026175
1.3800000000000001,5,0.017346203222173808,9.415461472115716e-10,0.00016741270342120722
1.3800000000000001,6,0.009578428015559567,1.695505425710647e-11,0.00004462479171165337
1.3800000000000001,7,0.005841703755277117,3.8246492863862134e-13,0.000013752857306821148
1.3800000000000001,8,0.0038233443006634154,1.0157072110024459e-14,4.706246469636465e-6
1.3800000000000001,9,0.002638092180116395,3.0512985353172265e-16,1.7426485778424545e-6
1.3800000000000001,10,0.0018965588221806899,1.0092595291263389e-17,6.861994202904919e-7
1.3900000000000001,2,0.5,0.001542619449519672,0.04367887050893869
1.3900000000000001,3,0.1,9.062054941886116e-6,0.004984691391406246
1.3900000000000001,4,0.03653726559926414,7.235209474240898e-8,0.0007766204115547024
1.3900000000000001,5,0.017346203222173808,9.4064177512774e-10,0.00016744390480176994
1.3900000000000001,6,0.009578428015559567,1.6946059530545208e-11,0.00004463408240286307
1.3900000000000001,7,0.005841703755277117,3.8234117139223645e-13,0.000013755486518546871
1.3900000000000001,8,0.0038233443006634154,1.0154920935155711e-14,4.707032967035792e-6
1.3900000000000001,9,0.002638092180116395,3.050852619686364e-16,1.7428999900508345e-6
1.3900000000000001,10,0.0018965588221806899,1.009153492445503e-17,6.862848705550548e-7
1.4000000000000001,2,0.5,0.00150017521713536,0.043206091608121514
1.4000000000000001,3,0.1,9.011629493151206e-6,0.0049791160523557105
1.4000000000000001,4,0.03653726559926414,7.220473504862126e-8,0.0007766134507328389
1.4000000000000001,5,0.017346203222173808,9.397317513758387e-10,0.00016747529157081162
1.4000000000000001,6,0.009578428015559567,1.6937004683647293e-11,0.000044643436406804505
1.4000000000000001,7,0.005841703755277117,3.822165610715654e-13,0.000013758134290038846
1.4000000000000001,8,0.0038233443006634154,1.0152754688883521e-14,4.707825092261719e-6
1.4000000000000001,9,0.002638092180116395,3.0504035503214466e-16,1.7431532122985994e-6
1.4000000000000001,10,0.0018965588221806899,1.0090467014184281e-17,6.863709378523305e-7
1.4100000000000001,2,0.5,0.0014586070613065497,0.04273455154610963
1.4100000000000001,3,0.1,8.961126182628592e-6,0.004973495389635627
1.4100000000000001,4,0.03653726559926414,7.205662237421796e-8,0.0007766058951995173
1.4100000000000001,5,0.017346203222173808,9.388160940457865e-10,0.00016750686288745178
1.4100000000000001,6,0.009578428015559567,1.692788981790332e-11,0.00004465285364274791
1.4100000000000001,7,0.005841703755277117,3.8209109853689074e-13,0.000013760800612156622
1.4100000000000001,8,0.0038233443006634154,1.015057338104805e-14,4.708622844212549e-6
1.4100000000000001,9,0.002638092180116395,3.0499513286343657e-16,1.7434082444721747e-6
1.4100000000000001,10,0.0018965588221806899,1.0089391562869607e-17,6.864576221834391e-7
1.42,2,0.5,0.0014179071022057802,0.04226431489660257
1.42,3,0.1,8.910549475537174e-6,0.004967829356913731
1.42,4,0.03653726559926414,7.19077625886126e-8,0.0007765977341705312
1.42,5,0.017346203222173808,9.378948213271459e-10,0.00016753861790549653
1.42,6,0.009578428015559567,1.6918715035439144e-11,0.000044662334029406254
1.42,7,0.005841703755277117,3.819647846541867e-13,0.000013763485475694408
1.42,8,0.0038233443006634154,1.0148377021556445e-14,4.709426221778537e-6
1.42,9,0.002638092180116395,3.0494959560467833e-16,1.743665086457134e-6
1.42,10,0.0018965588221806899,1.0088308572946378e-17,6.865449235494988e-7
1.43,2,0.5,0.0013780671655198985,0.04179544546012358
1.43,3,0.1,8.859903820765747e-6,0.004962117909633422
1.43,4,0.03653726559926414,7.175816158185899e-8,0.000776588956815575
1.43,5,0.017346203222173808,9.369679515085226e-10,0.00016757055577345408
1.43,6,0.009578428015559567,1.6909480439013954e-11,0.00004467187748493564
1.43,7,0.005841703755277117,3.8183762029510907e-13,0.000013766188871381047
1.43,8,0.0038233443006634154,1.0146165620382776e-14,4.710235223841895e-6
1.43,9,0.002638092180116395,3.0490374339901236e-16,1.743923738138196e-6
1.43,10,0.0018965588221806899,1.0087218046866855e-17,6.866328419516272e-7
1.44,2,0.5,0.0013390787971134688,0.041328006246045865
1.44,3,0.1,8.809193650255375e-6,0.004956361005043431
1.44,4,0.03653726559926414,7.160782526426457e-8,0.0007765795522588463
1.44,5,0.017346203222173808,9.360355029769598e-10,0.00016760267563454954
1.44,6,0.009578428015559567,1.6900186132018383e-11,0.00004468148392693581
1.44,7,0.005841703755277117,3.817096063369856e-13,0.000013768910789880053
1.44,8,0.0038233443006634154,1.0143939187567941e-14,4.711049849276782e-6
1.44,9,0.002638092180116395,3.048575763905567e-16,1.7441841993992241e-6
1.44,10,0.0018965588221806899,1.0086119987100192e-17,6.86721377390941e-7
1.45,2,0.5,0.0013009332775574657,0.04086205945504559
1.45,3,0.1,8.758423378388644e-6,0.004950558602227242
1.45,4,0.03653726559926414,7.145675956600314e-8,0.0007765695095796513
1.45,5,0.017346203222173808,9.35097494217332e-10,0.00016763497662674047
1.45,6,0.009578428015559567,1.6890832218472554e-11,0.00004469115327245064
1.45,7,0.005841703755277117,3.815807436628054e-13,0.000013771651221789595
1.45,8,0.0038233443006634154,1.0141697733219608e-14,4.711870096949306e-6
1.45,9,0.002638092180116395,3.0481109472440397e-16,1.7444464701232257e-6
1.45,10,0.0018965588221806899,1.0085014396132416e-17,6.868105298685554e-7
1.46,2,0.5,0.0012636216365098563,0.04039766646199275
1.46,3,0.1,8.707597401385904e-6,0.004944710662132249
1.46,4,0.03653726559926414,7.130497043672696e-8,0.0007765588178130112
1.46,5,0.017346203222173808,9.341539438117338e-10,0.00016766745788273182
1.46,6,0.009578428015559567,1.688141880302415e-11,0.000044700885437968506
1.46,7,0.005841703755277117,3.8145103316120923e-13,0.000013774410157642508
1.46,8,0.0038233443006634154,1.0139441267512125e-14,4.71269596571752e-6
1.46,9,0.002638092180116395,3.0476429854662087e-16,1.7447105501923514e-6
1.46,10,0.0018965588221806899,1.0083901276466424e-17,6.869002993855842e-7
1.47,2,0.5,0.0012271346669352468,0.03993488779928979
1.47,3,0.1,8.656720096708595e-6,0.004938817147598673
1.47,4,0.03653726559926414,7.115246384517814e-8,0.000776547465950273
1.47,5,0.017346203222173808,9.332048704388681e-10,0.00016770011852999166
1.47,6,0.009578428015559567,1.6871945990946467e-11,0.00004471068033942291
1.47,7,0.005841703755277117,3.813204757264791e-13,0.000013777187587906302
1.47,8,0.0038233443006634154,1.0137169800686451e-14,4.713527454431417e-6
1.47,9,0.002638092180116395,3.0471718800424735e-16,1.7449764394878937e-6
1.47,10,0.0018965588221806899,1.0082780630621966e-17,6.869906859431389e-7
1.48,2,0.5,0.0011914629391513735,0.03947378314066789
1.48,3,0.1,8.605795822469765e-6,0.004932878023388192
1.48,4,0.03653726559926414,7.099924577879964e-8,0.0007765354429397201
1.48,5,0.017346203222173808,9.322502928734292e-10,0.00016773295769076645
1.48,6,0.009578428015559567,1.6862413888136448e-11,0.00004472053789219283
1.48,7,0.005841703755277117,3.8118907225852785e-13,0.000013779983502983148
1.48,8,0.0038233443006634154,1.0134883343050075e-14,4.714364561932927e-6
1.48,9,0.002638092180116395,3.0466976324529574e-16,1.7452441378902866e-6
1.48,10,0.0018965588221806899,1.0081652461135648e-17,6.870816895423295e-7
1.49,2,0.5,0.0011565968146907833,0.03901441128545006
1.49,3,0.1,8.554828916851884e-6,0.004926893256212317
1.49,4,0.03653726559926414,7.084532224334552e-8,0.0007765227376871889
1.49,5,0.017346203222173808,9.312902299854853e-10,0.00016776597448209656
1.49,6,0.009578428015559567,1.6852822601112713e-11,0.00004473045801110325
1.49,7,0.005841703755277117,3.810568236628892e-13,0.00001378279789320991
1.49,8,0.0038233443006634154,1.0132581904976943e-14,4.715207287055917e-6
1.49,9,0.002638092180116395,3.046220244187502e-16,1.7455136452791064e-6
1.49,10,0.0018965588221806899,1.0080516770560908e-17,6.871733101842639e-7
1.5,2,0.5,0.0011225264599666535,0.03855683014329005
1.5,3,0.1,8.50382369753204e-6,0.004920862814760482
1.5,4,0.03653726559926414,7.069069926249088e-8,0.0007765093390566837
1.5,5,0.017346203222173808,9.30324700739858e-10,0.00016779916801583253
1.5,6,0.009578428015559567,1.6843172237013566e-11,0.00004474044061042568
1.5,7,0.005841703755277117,3.809237308507068e-13,0.000013785630748858126
1.5,8,0.0038233443006634154,1.0130265496907371e-14,4.716055628626182e-6
1.5,9,0.002638092180116395,3.0457397167456564e-16,1.745784961533066e-6
1.5,10,0.0018965588221806899,1.0079373561468017e-17,6.872655478700473e-7
1.51,2,0.5,0.0010892418597322933,0.03810109671939568
1.51,3,0.1,8.452784461114615e-6,0.00491478666972785
1.51,4,0.03653726559926414,7.053538287744116e-8,0.0007764952358709975
1.51,5,0.017346203222173808,9.293537241954975e-10,0.0001678325373986501
1.51,6,0.009578428015559567,1.683346290359502e-11,0.00004475048560387862
1.51,7,0.005841703755277117,3.807897947387245e-13,0.000013788482060134026
1.51,8,0.0038233443006634154,1.0127934129347971e-14,4.716909585461448e-6
1.51,9,0.002638092180116395,3.045256051636672e-16,1.7460580865300193e-6
1.51,10,0.0018965588221806899,1.0078222836444065e-17,6.873584026007827e-7
1.52,2,0.5,0.0010567328303244443,0.037647267100244394
1.52,3,0.1,8.401715482571545e-6,0.004908664793842842
1.52,4,0.03653726559926414,7.037937914654125e-8,0.0007764804169123325
